"wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","max_cc","avg_cc","bug"
2.51751587027684,1.48248412972316,0,2,12.9299365188926,0.517515870276839,1,1,2.51751587027684,0.258757935138419,84.8869445403107,0.517515870276839,0,0.321656086642936,0.706873677649435,0.482484129723161,0.482484129723161,35.1645450503389,2.51751587027684,1.17248803956327,"0"
3,1,0,2,11,1,1,1,3,0.5,68,1,0,0,0.666666667,0,0,21.33333333,3,1.3333,"0"
2,2,0,2,15,0,1,1,2,0,103,0,0,0.666666667,0.75,1,1,50,2,1,"0"
2.28303546877578,1.70758867193945,0,0.424553203163669,5.83035468775779,1.70758867193945,0.283035468775779,0.283035468775779,1.85848226561211,0.952827421917876,30.4816882039886,1,0,0.140541749973761,0.714620566403028,0,0,9.37510998063954,1,0.535379433596972,"0"
2.75393121875823,1,0,1.50786243751645,9.0314497500658,1,0.753931218758225,0.753931218758225,2.75393121875823,0.623034390620887,56.4347672816366,1,0,0,0.687172398688125,0,0,17.9293818569757,2.50786243751645,1.12825088459123,"0"
2,2,0,2,15,0,1,1,2,0,103,0,0,0.666666667,0.75,1,1,50,2,1,"0"
2.28303546877578,1.70758867193945,0,0.424553203163669,5.83035468775779,1.70758867193945,0.283035468775779,0.283035468775779,1.85848226561211,0.952827421917876,30.4816882039886,1,0,0.140541749973761,0.714620566403028,0,0,9.37510998063954,1,0.535379433596972,"0"
2.75393121875823,1,0,1.50786243751645,9.0314497500658,1,0.753931218758225,0.753931218758225,2.75393121875823,0.623034390620887,56.4347672816366,1,0,0,0.687172398688125,0,0,17.9293818569757,2.50786243751645,1.12825088459123,"0"
2,2,0,2,15,0,1,1,2,0,103,0,0,0.666666667,0.75,1,1,50,2,1,"0"
8,6,0,9,57,28,4,8,3,0.885714286,245,0.8,0,0.98405467,0.35,0,0,29,2,1,"1"
9,1,0,8,28,2,8,0,7,0.55,274,1,0,0,0.722222222,0,0,28.88888889,2,1,"1"
7,6,0,6,51,13,4,4,2,0.685185185,265,1,2,0.988558352,0.428571429,0,0,35.57142857,1,0.7143,"1"
8,6,0,4,52,18,3,3,1,0.532967033,764,0.961538462,1,0.98405467,0.5,0,0,91.25,7,1.625,"1"
9,1,0,8,28,2,8,0,7,0.55,274,1,0,0,0.722222222,0,0,28.88888889,2,1,"1"
7,6,0,6,51,13,4,4,2,0.685185185,265,1,2,0.988558352,0.428571429,0,0,35.57142857,1,0.7143,"1"
7,6,0,4,40,21,4,3,2,0.833333333,251,1,0,0.98630137,0.314285714,0,0,33.71428571,1,0.8571,"1"
7.06410695868544,6,0,6.19232087605633,51.3846417521127,13.9616043802816,4,4.25642783474177,2.06410695868544,0.698040495793036,263.717860826291,0.987178608262911,1.87178608262911,0.988269634644094,0.423534453647241,0,0,35.1501542701587,1.06410695868544,0.732615358096431,"1"
8.66249028942548,2.68754855287261,0,8.33750971057452,37.7877816066612,10.7752524749376,6.64996115770191,2.70007768459618,5.64996115770191,0.663306831503593,264.212218393339,0.932498057885095,0,0.332128006861207,0.596593607583374,0,0,28.9263899685777,2,1,"1"
9,1,0,8,28,2,8,0,7,0.55,274,1,0,0,0.722222222,0,0,28.88888889,2,1,"1"
8.72413087915629,1.68967280210927,0,7.72413087915629,31.1724948897026,3.5172801646404,7.44826175831258,0.551738241687417,6.31032719789073,0.568646709068522,272.758588956203,1,0.275869120843709,0.136356361734473,0.681717628950016,0,0,29.8106420632624,1.86206543957815,0.960592096087476,"1"
7,6,0,6,51,13,4,4,2,0.685185185,265,1,2,0.988558352,0.428571429,0,0,35.57142857,1,0.7143,"1"
7,6,0,6,51,13,4,4,2,0.685185185,265,1,2,0.988558352,0.428571429,0,0,35.57142857,1,0.7143,"1"
8.19240376888774,5.03798115556128,0,4.76961507555097,47.3823095466942,14.9215396977961,3.96201884443872,2.42278869333677,2.15442261332646,0.536244240046141,669.722153245006,0.968938606868419,0.807596231112257,0.794718842700415,0.542756393043409,0,0,79.2514871904087,6.03798115556128,1.50474764444516,"1"
7.05512599786744,6,0,5.88974800426513,51.0551259978674,13.2756299893372,3.94487400213256,3.94487400213256,1.94487400213256,0.676794007477463,292.50787293585,0.997879769338234,1.94487400213256,0.988310082035672,0.43250900025262,0,0,38.640765379912,1.33075598720461,0.764503246257873,"1"
9,1,0,8,28,2,8,0,7,0.55,274,1,0,0,0.722222222,0,0,28.88888889,2,1,"1"
8.2296175127849,2.92595621803775,0,7.2296175127849,36.8593986029737,6.23710367968306,6.4592350255698,1.5407649744302,5.07404378196225,0.602072149527467,270.533278807532,1,0.770382487215102,0.380784020985511,0.609110507857986,0,0,31.462944659796,1.61480875639245,0.889950861701323,"1"
7,6,0,6,51,13,4,4,2,0.685185185,265,1,2,0.988558352,0.428571429,0,0,35.57142857,1,0.7143,"1"
8.44802471762523,2.37993820593692,0,7.44802471762523,34.3477157473098,5.03586405306123,6.89604943525046,1.10395056474954,5.62006179406308,0.58730944033163,271.516111229314,1,0.551975282374769,0.272829887744568,0.641178232307125,0,0,30.7331872534243,1.72401235881262,0.921150330912764,"1"
7.60298375831917,6,0,4,47.23580509983,19.1910487250425,3.39701624168083,3,1.39701624168083,0.652217332553577,560.330668017734,0.976808317266024,0.602983758319169,0.984946646390184,0.426268412145841,0,0,68.4073869501621,4.61790254991502,1.32013122801329,"1"
7.76012131385505,4.09969671536237,0,5.5202426277101,35.4392721168697,13.778847518377,5.5202426277101,1.85981802921742,3.90030328463763,0.725649480330555,259.741395109333,1,0,0.611447023389281,0.469326331215201,0,0,31.8803422246548,1.38006065692753,0.911410667874943,"1"
