"wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","max_cc","avg_cc","bug","pred"
38.4120058864355,1,0,7.95005125086755,100.206515451893,1362.73231441341,0,0,32.8002050034702,1.52163294541079,1103.73932004441,0.462082810755186,2.33825036790222,0,0.61857290873595,0,0,14.1196795283964,4.20885066222399,0.629316704017203,"1","0"
4,4,0,0,8,6,0,0,4,2,20,0,0,1,0.666666667,0,0,4,0,0,"0","0"
3,3,0,3,10,0,3,0,2,0,59,1,0,0.974025974,0.466666667,1,1,18.33333333,1,0.6667,"0","0"
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,"0","0"
19,1,0,2,34,0,2,0,19,0,115,1,1,0,0.263157895,0,0,5,1,0.8947,"0","0"
40.5911011481658,1.47338777687401,0,14.7395100081339,106.075753403828,620.34046865534,5.15967333875597,0,33.5378767019138,0.852658915105982,1229.43058448564,1,2.57983666937798,0.349578665780779,0.224684911259304,0.473387776874006,2.36693888437003,28.5220817445054,17.106448892504,2.37057220453136,"1","1"
3,1,0,5,25,0,0,0,2,1.1,172,1,1,0,0.75,0,0,54.66666667,7,2.3333,"0","1"
53.8184047867544,3.98815683391877,0.00394772202707827,15.9802613898646,221.206507872557,813.814188324148,2.01184316608123,0,31.8894637832418,0.848605131747493,3896.98286540899,0.965670337152627,2,0.614107419120157,0.130561178381399,1.99210455594584,9.96052277972922,70.6549315304186,29.8894637832418,3.61823213965083,"1","1"
1,1,0,0,2,0,0,0,1,2,14,0,0,0,1,0,0,3,0,0,"0","0"
40.5780819449574,1,0,23.8613012155984,153.16780729359,356.139720844105,6.86130121559836,0,12.6934939220082,0.875466435870042,1896.47462402796,1,5.28904097247869,0,0.175773922344309,0,0,44.5421754818655,11.4277397568803,2.31341022152915,"1","1"
3,1,0,2,5,1,1,0,2,0.5,16,0,1,0,0.555555556,0,0,4,1,0.6667,"0","0"
8,1,1,11,21,10,5,0,4,0.734693878,108,0.714285714,2,0,0.428571429,0,0,11.625,2,0.75,"1","1"
3,2,0,2,7,3,2,0,3,1.5,30,0,0,0.9375,0.833333333,0,0,8.666666667,3,1,"0","0"
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,"0","0"
4.24220806453377,1.91926397848874,0,18.0311677418649,70.5906865587458,0.565152150578797,1.48441612906754,0,1.48441612906754,0.516147204302251,592.769427415915,1,0.919263978488743,0.80435598117765,0.650327234025123,0.919263978488743,0.919263978488743,146.199290436904,4.67705591395497,1.43656570789861,"1","1"
1,1,0,0,2,0,0,0,1,2,41,0,0,0,1,0,0,3,0,0,"0","0"
23,1,0,1,27,181,1,0,22,0.97979798,3320,0.111111111,0,0,0.25,0,0,142.9565217,17,3.913,"0","0"
15,2,0,10,61,63,0,0,13,0.785714286,488,1,1,0.759259259,0.714285714,0,0,31.33333333,3,1.4667,"0","0"
38,1,0,7,85,0,5,0,36,0.067567568,540,1,2,0,0.254826255,0,0,13.15789474,3,1.7632,"0","0"
6,1,0,15,6,15,14,0,6,2,6,0,0,0,0.75,0,0,0,1,1,"0","0"
32,1,0,9,61,432,1,0,32,0.965352449,887,0.962962963,3,0,0.197916667,0,0,25.875,3,1.0313,"1","0"
8,1,0,6,13,26,2,0,7,1,34,1,1,0,0.392857143,0,0,3,1,0.75,"0","0"
2.8561797584407,1.42808987922035,0,10.9932583090849,34.8224713038653,0.571910120779648,2.71573036233895,0,1,1.22486282723378,319.158422242617,0.428089879220352,0.428089879220352,0.374578644317808,0.857303373735913,0.428089879220352,0.428089879220352,77.5747179096797,2.14044939610176,0.642134818830527,"1","1"
14,1,0,20,72,41,6,0,6,0.699300699,723,1,3,0,0.242857143,0,0,49.85714286,4,1.2143,"0","1"
1,1,0,0,2,0,0,0,1,2,14,0,0,0,1,0,0,3,0,0,"0","0"
47.6296032541431,1,25.6644976367243,67.124204417225,72.5707545904443,913.317200606223,63.0915265404619,0,41.9084734595381,0.91526189853042,524.18276822567,0.986230961643159,4.82788702053949,0,0.206801181850653,0,0,10.1134755079283,5.48366106161848,1.18289242738555,"1","0"
47.9670921557117,1,0,39.2088066493161,203.57149548037,869.903618280077,4,0,34.0440332465805,0.889578380438081,2599.27462233789,1,8.60440332465805,0,0.0994040068918026,0,0,54.8676202635345,38.098957714159,4.26047561814564,"1","1"
7.50805356283672,2,0,32.3306035387795,33.201746533392,0,26.9595963649917,0,6.61288570053875,0.616935118995094,230.960954573238,1,2.40322142513469,0.632531592186759,0.377113039379658,0.298389287432656,0.298389287432656,50.8027556209126,2.19355714973062,1.0712456935501,"1","0"
10,2,0,0,43,33,0,0,8,0.666666667,289,1,0,0.466666667,0.48,1,1,27.8,6,2,"0","0"
14,1,0,1,15,91,1,0,14,2,17,0,0,0,0.4,0,0,0.214285714,1,0.9286,"0","0"
33,1,0,3,74,0,2,0,26,0.604166667,764,1,1,0,0.232323232,0,0,22.06060606,4,1.6667,"0","0"
12,1,0,2,41,20,1,0,9,0.87012987,354,0.571428571,0,0,0.375,0,0,27.91666667,4,1.75,"0","0"
3,1,0,3,5,1,1,0,2,0.5,22,0,2,0,0.5,0,0,5.666666667,1,0.6667,"0","1"
232.712152414024,1.90726996352896,0,59.5689886505716,479.008137417492,26584.5930485399,16.2581597082317,0,209.764821648132,0.971571775972277,7437.17544594454,1,11.5363498176448,0.19624334594508,0.0624488848720207,1.81453992705792,17.2381293070503,32.2603805283996,16.4436197811738,2.03002218544721,"1","1"
35,1,0,30,118,0,0,0,6,0.544117647,1756,1,0,0,0.120915033,0,0,49.11428571,11,1.6571,"0","1"
7,1,0,6,15,9,2,0,7,0.5,67,1,1,0,0.428571429,0,0,8.428571429,1,0.8571,"1","0"
2,2,0,3,6,0,1,0,2,0,22,1,1,0.5,0.666666667,0,0,9.5,1,0.5,"0","0"
63.7256905846298,1,0,6.44934424385428,111.088875364512,1610.36547148973,1,0,56.8270020969212,0.804165673260707,669.502269115299,0.96057892292738,2.47829039022326,0,0.230328120575988,0,0,12.3627374863023,3,1.20532437555343,"1","1"
13.1765732127242,1.15413383813575,0,4.31574746780097,37.2966489330865,411.53734782245,1.23307070508599,0,12.2517701839097,1.83525726634795,393.101524634287,0.154133838135749,0.616535352542996,0.0723485362520727,0.86258954396499,0.154133838135749,0.308267676271498,7.14042022692156,0.770669190678746,0.204227335529868,"1","1"
23.8183534671552,2,0,10.7993020135909,77.3667829977348,233.719892612658,1,0,16.0346129750833,0.718898839480971,706.28897539014,1,1,0.692257653191693,0.588361390632514,1.68339149886742,5.10034899320453,64.4301247402698,7.05017449660227,1.53109431319847,"1","1"
1,1,0,35,1,0,34,0,1,2,1,0,0,0,1,0,0,0,1,1,"0","0"
23.1716580304783,1,0,9.13896126276813,48.9645546474494,194.920935102971,5.03269676771015,0,20.8446903533768,0.905101267442427,444.792538804002,0.917347849657903,5.01634838385507,0,0.271655814439503,0,0,17.4180661778026,10.0081741919275,2.25951038737232,"1","1"
8.18477041693404,1.30253826384433,0,23.8822321530897,112.268010280095,16.0416199315805,1,0,2.39492347231135,0.771235119693591,937.118699602317,0.8837563770749,1.69746173615567,0.264720980863785,0.408347505021719,0.302538263844326,0.302538263844326,121.185797115671,16.8568495146465,3.31340051400475,"1","1"
5.38980804011226,1,0.564968006685376,8.38980804011226,13.6044561136514,6.08471206016839,4.56496800668538,0,2.69490402005613,1.18397229120112,95.3840721938759,0.403548576042421,1.12993601337075,0,0.677161139279057,0,0,13.9632969640661,1.12993601337075,0.423726005014032,"1","1"
6,1,0,0,39,13,0,0,4,1,312,1,0,0,0.233333333,0,0,50.66666667,6,3.5,"0","0"
6,1,0,12,6,15,9,0,6,2,6,0,0,0,0.416666667,0,0,0,1,1,"0","0"
16.7901978418231,2,0,15.1975494604558,50.777945144102,63.3929496407509,6.11607913672924,0,15.5111780576408,0.738576676888977,1013.1663758941,0.831707922965614,4.27901978418231,0.380091895232908,0.313476281260243,1,1.63950989209116,168.022076776287,2.27901978418231,0.819754946045578,"1","1"
51.9138160953298,1.19722399767488,0,17.2249840209261,127.616528181359,888.495498257689,6.81665601395071,0,44.3082640906796,0.836572765187053,1581.53940296452,1,3.40832800697535,0.145642336653502,0.173534802765478,0.197223997674882,0.986119988374412,28.8786721681246,18.2111040093005,2.26132181348018,"1","1"
7,5,0,2,37,15,0,0,5,0.833333333,259,1,0,0.942857143,0.4,1,1,35.71428571,12,2.8571,"0","0"
8,2,0,4,23,16,1,0,8,0.428571429,166,1,0,0.733333333,0.46875,1,1,19.375,1,0.5,"0","0"
16,2,1,6,42,34,5,0,13,0.644444444,287,1,0,0.48,0.186666667,0,0,16.75,7,1.8125,"0","0"
6.00701409205794,2,0,11.3309953026474,24.6760187894106,13.0385775063187,1.33450234867632,0,5.67251174338162,0.6855423841331,1186.20439243317,0.86619906052947,1.99649295397103,0.641520224414252,0.441462088981643,1.33450234867632,1.33450234867632,286.489591505192,1,0.63380093947053,"1","1"
90,1,0,26,158,3537,11,0,81,0.960356159,1560,0.924528302,5,0,0.175561798,0,0,15.74444444,8,1.3222,"0","1"
7,1,1,3,8,9,1,0,7,0.583333333,35,1,0,0,0.642857143,0,0,3.714285714,1,0.8571,"0","0"
8,1.00792895397171,0.992071046028286,11.0079289539717,21.111005355604,10.0792895397171,4.96828418411314,0,3.99207104602829,0.736231124178027,109.086266694125,0.716551129422755,2,0.00609919536102699,0.428193859760231,0,0,11.763756694505,1.99207104602829,0.75,"1","1"
4.24709014501423,1,0,1.97323170350865,9.71808349853382,165.926306410227,1.27385844150558,0,3.97233636351302,1.97392961277801,76.2397436182946,0.0249776165001094,0.42461948050186,0,0.976857277623563,0,0,3.40593393541011,0.549507563002408,0.0558649370641446,"1","1"
4.454149346333,2,0,7.45850653667003,19.275103922002,1.09170130733401,1,0,4.454149346333,0.602256222581925,968.819552403875,1,1.63755196100101,0.363755196100101,0.4545850653667,0.545850653667003,0.545850653667003,238.43370565027,1.454149346333,0.817904542433098,"1","1"
1.57757777394727,1,0,0.72732015978545,5.82912672357634,0.427835388109088,0.0855670776218176,0,1.14974238583818,1.97376129372932,78.8539099176414,0.0213917694054544,0.128350616432726,0,0.981777381614407,0,0,4.91379936993201,0.406443618703634,0.108486219362821,"1","1"
5,1,0,11,37,8,6,0,3,0.5,183,0,0,0,0.416666667,0,0,35,7,1.8,"0","0"
13,1,1,0,23,72,0,0,13,0.416666667,78,1,1,0,0.256410256,0,0,4.923076923,1,0.9231,"0","0"
36,1,0,23,76,210,18,0,36,0.831168831,1025,1,1,0,0.143518519,0,0,27.16666667,3,1.3889,"1","0"
10,1,0,3,11,45,2,0,9,1,17,0,0,0,0.333333333,0,0,0.6,1,0.8,"0","0"
81,1,0,17,212,2914,0,0,69,0.977083333,2334,0.988095238,5,0,0.184375,0,0,26.77777778,9,1.3457,"1","0"
12.5392639059573,1,0.837883431930095,12.9453988168389,29.9164112438448,42.423313613981,7.10751538490877,0,9.18773017823696,0.750334066285065,256.660892920103,0.760604733494863,1.83788343193009,0,0.38235962951246,0,0,14.1445616626268,2.16211656806991,0.853576275339862,"1","1"
8,1,0,8,16,16,8,0,8,0,79,1,0,0,0.425,0,0,8.75,1,0.25,"0","0"
56,1,0,49,89,1310,40,0,56,0.956473829,583,1,24,0,0.1375,0,0,8.821428571,5,1.1964,"0","1"
111.461850155145,1.07264610938728,0,10.1452922187746,201.500405201688,3042.16029144637,1.21793832816184,0,98.0430190302432,0.91745260058388,1178.16152734682,0.883753414925777,4.50852276571095,0.0215974919584043,0.133527773409168,0,0,11.5288419331863,4.0170455314219,1.23650313967187,"1","1"
7,4,0,4,12,11,4,0,7,0.166666667,77,1,0,0.85,0.523809524,1,2,9.714285714,4,0.8571,"0","0"
2,3.91355323884636,0,2.08644676115364,4,1,1.08644676115364,0,1.97118441294879,1.99329870067236,12.9594599194825,0,0,0.971184412948787,0.838135930851474,0,0,4.86019483814016,0,0,"1","0"
3,1,0,3,5,1,3,0,2,0.5,128,1,0,0,0.75,0,0,41.33333333,3,1,"0","0"
4,5,1,0,8,6,0,0,4,2,20,0,0,1,0.666666667,0,0,4,0,0,"0","0"
53.7382654026151,1,0,23.6963009480387,86.6443886235356,234.665829353034,18.9580355454236,0,50.4345663506538,0.721551435310743,1445.55517178681,1,2.43456635065377,0,0.158397311776352,0,0,25.5519021199815,12.7382654026151,2.08499076682106,"1","1"
27,1,0,21,27,351,18,0,27,2,27,0,0,0,1,0,0,0,1,1,"0","0"
1,1,0,0,2,0,0,0,1,2,13.3246491071768,0,0,0,1,0,0,3,0,0,"1","0"
6,1,0,11,7,15,10,0,5,1.16,79,0,1,0,0.6,0,0,11.33333333,1,0.8333,"0","0"
16,1,0,13,34,0,13,0,16,0.628571429,412,0.857142857,0,0,0.375,0,0,24.3125,3,1.875,"0","0"
11.3094800435938,1,0,7.66141563421115,44.0085474797525,89.1348541104235,2.62136195972562,0,2,1.37447013508703,563.021402397659,1,1.41869171475992,0,0.453950583212504,0,0,37.446773814432,7.01335122482851,3.08150248765461,"1","1"
43.6936660585925,1,0,3.64903128705919,77.8998507708311,1192.13852148224,0.364903128705919,0,38.5850222567096,1.60902345132279,437.89485733863,0.335710878409445,1.45961251482368,0,0.682729913905147,0,0,5.05026079949815,1.09470938611776,0.38037502136305,"1","1"
2,4,0,3,3,1,1,0,2,2,8,0,0,0.975609756,0.666666667,0,0,3,1,0.5,"0","0"
5.3144432452973,1,0,4.2634570566006,8.0509861886967,1,2.8951855849009,0,4.682714716997,1.36819561727952,120.982947773766,0.3682714716997,0.3682714716997,0,0.752253737119764,0,0,16.6317285283003,1.1048144150991,0.502174978809711,"1","1"
15,2,0,3,16,0,2,0,15,0.806722689,385,0.411764706,5,0.222222222,0.425,0,0,23.53333333,1,0.4667,"0","0"
34.7747907959856,1,0,21.2556066950783,129.889895401429,317.824644363485,7.68211297085509,0,2,0.798601268337631,1852.82276156172,0.970713621603844,6.20926778251305,0,0.184328129866055,0,0,50.6821382244611,8.62780334753916,1.77407995819356,"1","1"
5,4,0,4,37,6,1,0,1,0.5,203,1,0,0.911764706,0.666666667,2,2,39.4,1,0.6,"0","0"
19,1,0,2,28,111,1,0,19,0.875,173,1,1,0,0.263157895,0,0,7.684210526,2,1.0526,"1","0"
51.0267681449186,1.82667860528454,0,26.8266786052845,164.346642789431,852.08612451097,11.0666965132114,0,14.4001790792681,0.869931923977451,2002.63482460915,1,9.06669651321135,0.142372426281965,0.141225769300468,0.413339302642271,0.413339302642271,40.2608094775663,9.75998209207319,1.98558114568675,"1","1"
2,1,0,2,11,1,0,0,2,2,124,0,0,0,0.75,0,0,61,3,1.5,"0","0"
7,1,0,9,36,0,1,0,5,0.416666667,181,0.5,0,0,0.444444444,0,0,24.57142857,1,0.7143,"0","0"
46.0005739461631,1,0,33.7504304596223,150.66261035786,0,0.803581677610055,0,1.80358167761005,0.946324024602412,3310.45264310273,0.803581677610055,4.82149006566033,0,0.376871752142735,0,0,57.5871623796815,17.6787969074212,1.42386637455726,"1","1"
5.68798405770212,1.57800398557447,0.421996014425531,11.5780039855745,21.5780039855745,5.37596811540425,2.68798405770212,0,4,0.647206879731276,1028.18234503455,0.879429710043564,2.57800398557447,0.289001992787234,0.469857427721889,0.578003985574469,0.578003985574469,249.401389565697,1.42199601442553,0.605499003606383,"1","1"
24,1,0,9,119,92,1,0,13,0.830039526,1158,1,3,0,0.178743961,0,0,46.79166667,11,1.4167,"0","0"
4,3,0,2,8,2,2,0,4,0.666666667,33,1,1,0.921052632,0.5,0,0,6.75,1,0.75,"0","0"
9,1,0,5,9,36,4,0,9,2,9,0,0,0,0.416666667,0,0,0,1,1,"0","0"
2,2,0,19,44,1,3,0,1,2,410,0,0,0.933333333,0.75,2,2,204,1,0.5,"0","0"
9.37977438140661,1,0,2.69857141096145,22.0262404708192,153.392480202019,1.13624059408903,0,8.24353378731757,1.83312669922385,268.062855452299,0.142030074261129,0.568120297044516,0,0.877428848382565,0,0,6.71171927355073,2.69857141096145,0.310094261134323,"1","1"
56.9190031173639,1,0,19.4313395635691,142.075700935209,1014.86772590107,7.56866043643095,0,48.9806230550166,0.829016353313645,1785.73750782036,0.989730010370673,3.87676012469456,0,0.146821129675182,0,0,33.8082326001252,19.1848598129582,2.30140693449897,"1","1"
18.2156473509967,1.1115220405627,0,16.4423897971865,54.8736844991799,19.7695591887459,1.8884779594373,0,15.5502134726848,0.655424746484506,709.347075227415,1,4.77695591887459,0.0557610202813521,0.383095005664532,0.111522040562704,0.111522040562704,71.9179343283526,9.88477959437296,2.27695591887459,"1","1"
3,1,0,6,6,3,1,0,2,2,16,0,0,0,0.666666667,0,0,4.333333333,1,0.6667,"0","0"
37,3,0,8,97,508,2,0,21,0.895424837,981,1,3,0.619565217,0.242063492,2,3,25.05405405,11,2.7568,"0","1"
27,1,0,21,27,351,18,0,27,2,27,0,0,0,1,0,0,0,1,1,"0","0"
51.647972821258,1,0,37.732095125597,176.545277400874,1048.56992082624,10.8037146232091,0,40.591891285032,0.915474183741552,2089.87714506127,0.989875424667844,8.35202717874199,0,0.10476838738341,0,0,39.0563496714901,33.5483125555329,3.35924663487445,"1","1"
2,1,0,1,5,0,1,0,2,0,18,1,1,0,0.666666667,0,0,7.5,1,0.5,"0","0"
8,1,0,4,35,12,2,0,6,0.666666667,204,1,2,0,0.285714286,0,0,23.75,3,1.625,"0","0"
8,2,0,3,11,12,2,0,5,0.642857143,52,1,1,0.416666667,0.40625,1,1,5.25,1,0.875,"0","1"
32,3,0,2,45,426,1,0,28,0.290322581,265,1,1,0.655172414,0.167155425,2,12,7.1875,2,1.125,"0","1"
6,1,0,2,22,0,0,0,5,0.666666667,161,1,1,0,0.444444444,0,0,25.33333333,8,2,"0","0"
8,2,0,4,23,16,1,0,8,0.428571429,166,1,0,0.733333333,0.46875,1,1,19.375,1,0.5,"0","0"
23.1133227611426,2.70734758605249,0,18.3735972433351,91.469480010448,431.022369706538,2.29265241394751,0,17.5118289673701,1.52913938912004,1123.9737284088,0.430884137982503,3.87795724184252,0.569115862017497,0.513904558852599,0,0,23.7419338110367,17.6662496572826,1.78269694407501,"1","1"
1,1,0,2,1,0,2,0,0,2,298,0,0,0,0,0,0,240,0,0,"0","0"
2,1,0,1,17,1,0,0,2,2,134,0,0,0,0.6,0,0,66,1,0.5,"0","0"
2,1,0,4,2,1,3,0,2,2,2,0,0,0,0.75,0,0,0,1,1,"0","0"
38.4054087619297,1.64587647374719,0,33.2182970256545,176.966743970755,689.948107311968,2.70824705250561,0,27.3430381831713,0.888253678001855,2018.20112365438,1,6.09355586813763,0.267259230549488,0.194400779081106,0.322938236873597,0.968814710620791,54.7038018748164,29.3742234725505,3.23178118380643,"1","1"
63.3327334187925,2.03145786002278,0,14.6415603701025,160.490022718906,1603.77420071326,0.484271069988608,0,52.9428359288722,0.88725663637307,980.010603426024,0.961258314400911,1.93708427995443,0.426810149028296,0.274194888607501,0.515728930011392,1.54718679003417,38.3837790070312,4.03145786002278,1.19242554574031,"1","1"
100.489625981078,1.15495906211436,0,10.1549590621144,183.811918502674,2761.98841656931,0.845040937885642,0,88.3491347264498,0.920249414706331,1038.51209530234,0.932396724969149,3.53512281365693,0.134747010473588,0.197472847007529,0,0,18.7190858505649,2.69008187577128,0.973846110920608,"1","1"
2,3,0,4,4,1,1,0,2,2,13,0,0,0.975,0.666666667,0,0,5.5,1,0.5,"0","0"
15,2,0,3,16,0,2,0,15,0.806722689,385,0.411764706,5,0.222222222,0.425,0,0,23.53333333,1,0.4667,"0","0"
4,1,0,1,9,0,1,0,0,0.5,32,1,0,0,1,0,0,6.5,1,0.75,"0","0"
32.6659108540043,1,0.809577796142548,30.8574667768553,135.640832644654,278.228107713629,14.6670445729978,0,6.45267787878402,0.838990702539139,1695.52705157083,0.955023455814835,7,0,0.197651978002403,0,0,48.6474824935722,12.6191555922851,2.02880538303587,"1","1"
9.11276209075004,1.5739364924375,0,16.6866985831875,54.3808265747502,24.1553023932502,1.85212701512501,0,4,0.59342431101251,1549.59958183044,1,5.98244455293752,0.286968246218748,0.433047163158187,0.573936492437497,0.573936492437497,277.712343921186,7.39095261343755,1.61841670735157,"1","1"
26,1,0,16,89,91,7,0,24,0.772,918,1,1,0,0.246666667,0,0,33.92307692,5,1.1538,"0","0"
23.2619467910845,1,0,17.4223931408487,65.882108183112,150.994073887356,12.582839490613,0,18.4223931408487,0.925263002065453,571.356134157395,0.967910730047151,3.87164292018861,0,0.261208235186102,0,0,22.3985442179214,12.582839490613,1.85519449628138,"1","1"
11.4420482453424,1,0.92351003899239,12.6827791421674,28.0370764127001,97.3515354706906,6.5297992201522,0,7.21257836231962,0.749838770190268,179.135663737077,0.733749677313969,2.38244980503805,0,0.405841582464254,0,0,12.1111802949584,3.22383937612176,0.825403803561302,"1","1"
