"wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","max_cc","avg_cc","bug"
2,4,0,3.9456910523586,17.3258536858484,0,1,2.9456910523586,2,0.0108617895282805,215.600975241046,1,1.0543089476414,0.983870968,0.75,0,0,103.354796568165,1,0.5,"1"
2,4,0,4,17,0,1,3,2,0,220,1,1,0.983870968,0.75,0,0,105.5,1,0.5,"1"
2.41493688523769,4,0,3,22.4467508196831,0,1,2,2.41493688523769,0.241493688523769,138.031813934445,0.861687704920769,1.86168770492077,0.97759028551846,0.708506311476231,0,0,60.3291959017515,1,0.541493688523769,"1"
1,4,0,4,10,0,1,3,1,2,138,1,2,1,1,0,0,129,0,0,"1"
2,4,0,3,23,0,1,2,2,0.2,139,1,2,0.983870968,0.75,0,0,66,1,0.5,"1"
7,2,0,10,57,9,0,10,2,0.848484848,609,1,10,0.625,0.4,0,0,84.42857143,40,6.4286,"1"
4.52053879015148,2.82648706994951,0,7.52053879015148,37.5775538561866,5.28080818522722,0.413243534974754,7.10729525517672,1.58675646502525,1.32434103998947,414.362295026891,1,6.69405172020197,0.779966325615533,0.647946120984852,0,0,102.847426131142,23.4702586010098,3.7720226110613,"1"
1,4,0,4,10,0,1,3,1,2,138,1,2,1,1,0,0,129,0,0,"1"
1.12864373996854,4,0,1.25728747993708,7.31558731943369,0,1,0.257287479937077,1.12864373996854,1.76844126805663,38.7940300963819,0.128643739968538,0.257287479937077,0.997925101001448,0.967839065007865,0,0,28.5316808186471,0.128643739968538,0.0643218699842691,"1"
2,4,0,4,17,0,1,3,2,0,220,1,1,0.983870968,0.75,0,0,105.5,1,0.5,"1"
1.12864373996854,4,0,1.25728747993708,7.31558731943369,0,1,0.257287479937077,1.12864373996854,1.76844126805663,38.7940300963819,0.128643739968538,0.257287479937077,0.997925101001448,0.967839065007865,0,0,28.5316808186471,0.128643739968538,0.0643218699842691,"1"
1,4,0,1,5,0,1,0,1,2,24,0,0,1,1,0,0,23,0,0,"1"
2,4,0,4,17,0,1,3,2,0,220,1,1,0.983870968,0.75,0,0,105.5,1,0.5,"1"
1,4,0,1,5,0,1,0,1,2,24,0,0,1,1,0,0,23,0,0,"1"
1.34677582327276,4,0,3.91330604418181,10.7802456023637,0,1,2.91330604418181,1.34677582327276,1.86995906627271,137.479836265091,0.913306044181809,1.91330604418181,0.994664987294253,0.952318324299995,0,0,119.983828594908,0.0866939558181912,0.0693551646545529,"1"
1.64826726447791,4,0,3.35173273552209,18.4274744382128,0,1,2.35173273552209,1.64826726447791,0.833118923939764,138.648267264478,1,2,0.989544076546683,0.837933183880523,0,0,88.1591623378918,0.648267264477909,0.324133632238954,"1"
1.12864373996854,4,0,1.25728747993708,7.31558731943369,0,1,0.257287479937077,1.12864373996854,1.76844126805663,38.7940300963819,0.128643739968538,0.257287479937077,0.997925101001448,0.967839065007865,0,0,28.5316808186471,0.128643739968538,0.0643218699842691,"1"
1.64826726447791,4,0,3.35173273552209,18.4274744382128,0,1,2.35173273552209,1.64826726447791,0.833118923939764,138.648267264478,1,2,0.989544076546683,0.837933183880523,0,0,88.1591623378918,0.648267264477909,0.324133632238954,"1"
7,2,0,10,57,9,0,10,2,0.848484848,609,1,10,0.625,0.4,0,0,84.42857143,40,6.4286,"1"
1.64826726447791,4,0,3.35173273552209,18.4274744382128,0,1,2.35173273552209,1.64826726447791,0.833118923939764,138.648267264478,1,2,0.989544076546683,0.837933183880523,0,0,88.1591623378918,0.648267264477909,0.324133632238954,"1"
1.83948514587246,4,0,4,15.8763960211072,0,1,3,1.83948514587246,0.321029708255082,206.837781961542,1,1.16051485412754,0.986459917218698,0.790128713531885,0,0,109.272099071997,0.839485145872459,0.419742572936229,"1"
1.34677582327276,4,0,3.91330604418181,10.7802456023637,0,1,2.91330604418181,1.34677582327276,1.86995906627271,137.479836265091,0.913306044181809,1.91330604418181,0.994664987294253,0.952318324299995,0,0,119.983828594908,0.0866939558181912,0.0693551646545529,"1"
2.41493688523769,4,0,3,22.4467508196831,0,1,2,2.41493688523769,0.241493688523769,138.031813934445,0.861687704920769,1.86168770492077,0.97759028551846,0.708506311476231,0,0,60.3291959017515,1,0.541493688523769,"1"
1.64826726447791,4,0,3.35173273552209,18.4274744382128,0,1,2.35173273552209,1.64826726447791,0.833118923939764,138.648267264478,1,2,0.989544076546683,0.837933183880523,0,0,88.1591623378918,0.648267264477909,0.324133632238954,"1"
1,4,0,4,10,0,1,3,1,2,138,1,2,1,1,0,0,129,0,0,"1"
1,4,0,1,5,0,1,0,1,2,24,0,0,1,1,0,0,23,0,0,"1"
1.83948514587246,4,0,4,15.8763960211072,0,1,3,1.83948514587246,0.321029708255082,206.837781961542,1,1.16051485412754,0.986459917218698,0.790128713531885,0,0,109.272099071997,0.839485145872459,0.419742572936229,"1"
7,2,0,10,57,9,0,10,2,0.848484848,609,1,10,0.625,0.4,0,0,84.42857143,40,6.4286,"1"
1,4,0,1,5,0,1,0,1,2,24,0,0,1,1,0,0,23,0,0,"1"
1,4,0,1,5,0,1,0,1,2,24,0,0,1,1,0,0,23,0,0,"0"
6,2,0,14,26,0,6,8,6,0,302,1,0,0.84,0.416666667,0,0,49.16666667,1,0.6667,"0"
7,2,0,4,10,1,2,2,7,0.416666667,98,0,1,0.545454545,0.571428571,1,2,12.71428571,2,0.8571,"0"
6,1,0,3,18,0,1,2,6,0.633333333,148,1,1,0,0.5,0,0,22.66666667,1,0.8333,"0"
1,4,0,1,5,0,1,0,1,2,24,0,0,1,1,0,0,23,0,0,"0"
7,3,0,18,35,21,7,18,3,2,394,0,0,0.880952381,0.428571429,0,0,55.28571429,5,1.7143,"0"
1,4,0,1,6,0,1,0,1,2,42,0,0,1,1,0,0,41,0,0,"0"
1,4,0,1,5,0,1,0,1,2,24,0,0,1,1,0,0,23,0,0,"0"
6,3,0,17,35,15,6,17,6,2,266,0,0,0.902439024,0.444444444,0,0,43.33333333,3,1,"0"
2,4,0,1,10,0,1,0,2,0,45,1,0,0.983870968,0.75,0,0,21,1,0.5,"0"
2,2,0,3,5,1,0,3,2,1,16,0,0,1,0.75,0,0,6.5,0,0,"0"
6,2,0,14,26,0,6,8,6,0,302,1,0,0.84,0.416666667,0,0,49.16666667,1,0.6667,"0"
1,4,0,1,5,0,1,0,1,2,24,0,0,1,1,0,0,23,0,0,"0"
1,4,0,1,5.25513531523757,0,1,0,1,2,28.5924356742762,0,0,1,1,0,0,27.5924356742762,0,0,"0"
1,4,0,1,5,0,1,0,1,2,24,0,0,1,1,0,0,23,0,0,"0"
1.91694854572415,3.84717524237931,0,3.59802087955177,9.58474272862077,3.20931991003454,1.91694854572415,2.75084563717246,1.30564951524138,2,80.5451603196561,0,0,0.981806576481004,0.912671567139386,0,0,27.9340564609802,0.764123788103461,0.261987481989153,"0"
5.30218222201802,2.27912711119279,0,12.1856737772468,23.0691653324757,0,5.30218222201802,6.88349155522883,5.30218222201802,0.279127111192793,263.201331544202,0.860436444403604,0,0.862330168895423,0.498078741051377,0,0,45.5147536314291,0.860436444403604,0.573652977483883,"0"
5.23727016896009,2.30509193241596,0,12.0169024392962,22.9490806758404,0,5.23727016896009,6.77963227033615,5.23727016896009,0.305091932415962,262.338048785925,0.847454033792019,0,0.864407354593277,0.505651813903807,0,0,47.9208746121263,0.847454033792019,0.564997604329139,"0"
6,1.65860772924498,0,10.2446850216947,23.2688618339598,0,4.29303864622489,5.95164637546986,6,0.216215104697717,249.425590303726,1,0.341392270755023,0.553230492565781,0.445116022782454,0,0,40.1197714949919,1,0.723575952307787,"0"
2.81127678509802,3.39624107163399,0,1.90563839254901,6.50939732091501,0.301879464183003,1.301879464183,0.603758928366005,2.81127678509802,1.52202418181087,46.3390803495422,0,0.301879464183003,0.862782061597781,0.870623086649336,0.301879464183003,0.603758928366005,19.8949540813953,0.603758928366005,0.258740888751252,"0"
7,2.21014095493592,0,6.94197336910293,15.2535238733981,5.20281909871846,3.05070477467962,5.36225527897477,6.15943618025631,0.749389845578498,160.201722661033,0,0.789859045064077,0.615956380635976,0.541408434760703,0.789859045064077,1.57971809012815,21.6602863647877,2.63042286480777,1.03723282657107,"0"
7,2.54523600288667,0,11.6333040404133,23.6309000721667,11.9047200577334,4.72618001443334,10.7237760461867,4.81905598845333,1.27995700472215,259.389856854454,0,0.454763997113332,0.728380044077767,0.493537713912107,0.454763997113332,0.909527994226664,35.9257612661345,3.63570800866,1.32447630167445,"0"
6,1.31191506842151,0,6.43106575263664,20.4953205473721,0,2.55957534210756,3.87149041052908,6,0.43578712310368,196.034920536913,1,0.688084931578487,0.262008657474071,0.474007077735512,0,0,30.9324159831701,1,0.781334949600976,"0"
6,1,0,3,18,0,1,2,6,0.633333333,148,1,1,0,0.5,0,0,22.66666667,1,0.8333,"0"
6.04075557575561,1.04075557575561,0,3.04075557575561,17.6739553939551,0.0407555757556111,1.04075557575561,2,6.04075557575561,0.624502958280121,145.962221212219,0.959244424244389,1,0.0222303140299899,0.502911112536506,0.0407555757556111,0.0815111515112221,22.261051653836,1.04075557575561,0.834269982702984,"0"
1,4,0,1,5,0,1,0,1,2,24,0,0,1,1,0,0,23,0,0,"0"
4.04588149162009,2.98470616945997,0,2.52294074581005,7.53823457635008,0.507646915270016,1.50764691527002,1.01529383054003,4.04588149162009,1.19622571765836,61.5658717299812,0,0.507646915270016,0.769251401919244,0.782437036095287,0.507646915270016,1.01529383054003,17.7784888693328,1.01529383054003,0.43510417107793,"0"
2.85201391577721,3.69133101403713,0,6.24737276136875,14.260069578886,6.48204870522022,2.85201391577721,5.55604174733162,1.61733797192574,2,138.207524806261,0,0,0.963253692161976,0.823617722439219,0,0,32.9655986909812,1.54334492981434,0.529151242636144,"0"
6.6988925000187,2.6988925000187,0,16.7955700000748,32.2900325001683,14.6767425003927,6.6988925000187,14.988925000187,3.9033224999439,1.3977850000374,366.29811000172,0.301107499981299,0,0.868621311938808,0.424986815876308,0,0,53.4432231588753,3.7955700000748,1.39885978301959,"0"
1.38280686410144,3.93619885598309,0,2.08461944828741,6.9140343205072,1.33982402435504,1.38280686410144,1.14842059230432,1.12760228803381,2,47.6064232862554,0,0,0.992404625715311,0.963542203446254,0,0,25.059865507105,0.319005720084533,0.109374301188183,"0"
7,2.28270150767639,0,7.9578211074695,17.0675376919098,6.65403015352786,3.41350753838196,6.52322412282228,5.86919396929443,0.864277387393388,181.679646272212,0,0.717298492323607,0.640300289059367,0.53104264157426,0.717298492323607,1.43459698464721,24.7492927535039,2.84810452302918,1.0994317323802,"0"
1,4,0,1,6,0,1,0,1,2,42,0,0,1,1,0,0,41,0,0,"0"
5.82035301858559,2.07185879256576,0,13.5329178483225,25.2814120743424,0,5.82035301858559,7.71256482973695,5.82035301858559,0.071858792565763,292.658356966451,0.964070603717119,0,0.845748703405261,0.437625481486371,0,0,48.8732432669034,0.964070603717119,0.642745871498203,"0"
5.51642530038953,2.19342987984419,0,12.7427057810128,24.0657012015581,0,5.51642530038953,7.22628048062325,5.51642530038953,0.193429879844189,276.854115620255,0.903285060077906,0,0.855474390387535,0.47308371525565,0,0,48.3768279936472,0.903285060077906,0.60222014955394,"0"
1,4,0,1,5,0,1,0,1,2,24,0,0,1,1,0,0,23,0,0,"0"
2.15307986154221,3.53876805538312,0,3.99800764000975,9.84293541847728,0,2.15307986154221,1.84492777846754,2.15307986154221,1.53876805538312,88.1112403017469,0.230615972308442,0,0.963101444430649,0.865474016230281,0,0,29.034451276173,0.230615972308442,0.153751668738038,"0"
1.95119148492813,3.42928510904312,0,1.38047659397125,7.47309786081314,0,1,0.380476593971252,1.95119148492813,1.7400076607229,47.5895488262177,0.190238296985626,0.190238296985626,0.809761703014374,0.904880851507187,0,0,22.9365872349723,0.190238296985626,0.158525572878122,"0"
3.47583397314884,3.50483320537023,0,8.92266871407628,19.855003838893,7.42750191944651,3.47583397314884,8.41783550870605,3.47583397314884,2,143.830364300404,0,0,0.951691044233128,0.724907336096722,0,0,33.0683914891547,1.4855003838893,0.495166794629768,"0"
6,2.08732384792529,0,14.2619715437759,26.7859146313276,1.30985771887936,6,8.78591463132761,6,0.174647695850581,298.85634147469,0.91267615207471,0,0.84545241583638,0.419092329374451,0,0,48.6572775565203,1.17464769585058,0.695805038513499,"0"
6.37192848091945,2.62807151908055,0,12.1649297480471,25.7017879770137,9.79300126712769,4.5122860763222,11.4210727862082,6.37192848091945,1.41111323866818,203.516015205532,0,0.371928480919451,0.769666329013708,0.491673457455993,0.371928480919451,0.743856961838901,31.9452374614931,2.62807151908055,0.94685142007661,"0"
4.1024864949286,2.9487567525357,0,7.83308110851794,18.4099459797144,0,3.62810811866075,4.2049729898572,4.1024864949286,0,180.084757299162,1,0,0.908249276191924,0.574792792264491,0,0,35.8050090702076,1,0.587621124676149,"0"
1.84072173363529,4,0,1,9.36288693454117,0,1,0,1.84072173363529,0.318556532729417,44.5221652009059,0.840721733635291,0,0.986439972255101,0.789819566591177,0,0,24.1855653272942,0.840721733635291,0.420360866817646,"0"
1.56020095315762,4,0,1,7.80100476578809,0,1,0,1.56020095315762,0.879598093684763,35.76422001631,0.560200953157619,0,0.99096450090009,0.859949761710595,0,0,21.8795980936848,0.560200953157619,0.280100476578809,"0"
5.91744177206419,2.78348835441284,0,14.7523253161926,28.5046506323852,16.6697670882568,5.48441848088987,14.7523253161926,2.78348835441284,1.78348835441284,312.158597968053,0,0,0.906727576892923,0.49816445784594,0,0,44.723039007927,3.91744177206419,1.34313408596993,"0"
4.74024050589651,2,0,10.5356613912154,19.3862626559567,0.314939873525873,4.11036075884476,6.42530063237064,4.74024050589651,0.314939873525873,211.9271961716,0.685060126474127,0,0.89039037976414,0.521646624736978,0,0,35.7292320651796,0.685060126474127,0.456729586320301,"0"
2.67967768991366,2,0,3.13593553798273,5.67967768991366,1,0.271871075965464,2.86406446201727,2.67967768991366,0.920704269555385,27.146714114584,0,0.135935537982732,0.938211119036969,0.72572579673054,0.135935537982732,0.271871075965464,7.34474227116725,0.271871075965464,0.116510349605,"0"
6.67735135322437,2,0,7.22648646775633,15.1623783484101,0.677351353224367,3.29059458710253,3.9358918806538,6.67735135322437,0.282229730735937,163.820323942229,0.322648646775633,0.677351353224367,0.640489237469663,0.52149485210198,0.677351353224367,1.35470270644873,24.4755970984939,1.67735135322437,0.795667697653919,"0"
6,2,0,14,26,0,6,8,6,0,302,1,0,0.84,0.416666667,0,0,49.16666667,1,0.6667,"0"
6,2,0,14,26,0,6,8,6,0,302,1,0,0.84,0.416666667,0,0,49.16666667,1,0.6667,"0"
6.6060737897642,3.06565436837263,0,16.8838757376652,33.030368948821,19.6212582641747,6.6060737897642,16.8182213692926,2.86869126325473,2,369.707883702125,0,0,0.888768377231711,0.466088210899082,0,0,53.1660161108307,4.67172815813683,1.60174871629879,"0"
5.08303834381513,1.55017699371092,0,2.63321533752605,15.6158996939193,0,1,1.63321533752605,5.08303834381513,0.883969519084994,125.259350926615,0.816607668763027,0.816607668763027,0.183392331236973,0.591696165618487,0,0,22.7277974464677,0.816607668763027,0.68047917038023,"0"
6.6906932038255,3.05155113269575,0,17.1236307441723,33.4534660191275,19.9174262133893,6.6906932038255,17.0720796114765,2.8968977346085,2,374.926080902573,0,0,0.887089420604182,0.458029219089763,0,0,53.6213491484592,4.74224433652125,1.62592589321968,"0"
